"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"HIST1H2BB","Previous symbol","H2BC3","H2B clustered histone 3","HGNC:4751","6p22.2"
"HIST1H2BC","Previous symbol","H2BC4","H2B clustered histone 4","HGNC:4757","6p22.2"
"HIST1H2BD","Previous symbol","H2BC5","H2B clustered histone 5","HGNC:4747","6p22.2"
"HIST1H2BE","Previous symbol","H2BC6","H2B clustered histone 6","HGNC:4753","6p22.2"
"HIST1H2BF","Previous symbol","H2BC7","H2B clustered histone 7","HGNC:4752","6p22.2"
"HIST1H2BG","Previous symbol","H2BC8","H2B clustered histone 8","HGNC:4746","6p22.2"
"HIST1H2BH","Previous symbol","H2BC9","H2B clustered histone 9","HGNC:4755","6p22.2"
"HIST1H2BI","Previous symbol","H2BC10","H2B clustered histone 10","HGNC:4756","6p22.2"
"HIST1H2BJ","Previous symbol","H2BC11","H2B clustered histone 11","HGNC:4761","6p22.1"
"HIST1H2BK","Previous symbol","H2BC12","H2B clustered histone 12","HGNC:13954","6p22.1"
"HIST1H2BL","Previous symbol","H2BC13","H2B clustered histone 13","HGNC:4748","6p22.1"
"HIST1H2BM","Previous symbol","H2BC14","H2B clustered histone 14","HGNC:4750","6p22.1"
"HIST1H2BN","Previous symbol","H2BC15","H2B clustered histone 15","HGNC:4749","6p22.1"
"HIST1H2BO","Previous symbol","H2BC17","H2B clustered histone 17","HGNC:4758","6p22.1"
"HIST1H3A","Previous symbol","H3C1","H3 clustered histone 1","HGNC:4766","6p22.2"
"HIST1H3B","Previous symbol","H3C2","H3 clustered histone 2","HGNC:4776","6p22.2"
"HIST1H3C","Previous symbol","H3C3","H3 clustered histone 3","HGNC:4768","6p22.2"
"HIST1H3D","Previous symbol","H3C4","H3 clustered histone 4","HGNC:4767","6p22.2"
"HIST1H3E","Previous symbol","H3C6","H3 clustered histone 6","HGNC:4769","6p22.2"
"HIST1H3F","Previous symbol","H3C7","H3 clustered histone 7","HGNC:4773","6p22.2"
"HIST1H3G","Previous symbol","H3C8","H3 clustered histone 8","HGNC:4772","6p22.2"
"HIST1H3H","Previous symbol","H3C10","H3 clustered histone 10","HGNC:4775","6p22.1"
"HIST1H3I","Previous symbol","H3C11","H3 clustered histone 11","HGNC:4771","6p22.1"
"HIST1H3J","Previous symbol","H3C12","H3 clustered histone 12","HGNC:4774","6p22.1"
"HIST1H4A","Previous symbol","H4C1","H4 clustered histone 1","HGNC:4781","6p22.2"
"HIST1H4B","Previous symbol","H4C2","H4 clustered histone 2","HGNC:4789","6p22.2"
"HIST1H4C","Previous symbol","H4C3","H4 clustered histone 3","HGNC:4787","6p22.2"
"HIST1H4D","Previous symbol","H4C4","H4 clustered histone 4","HGNC:4782","6p22.2"
"HIST1H4E","Previous symbol","H4C5","H4 clustered histone 5","HGNC:4790","6p22.2"
"HIST1H4F","Previous symbol","H4C6","H4 clustered histone 6","HGNC:4783","6p22.2"
"HIST1H4G","Previous symbol","H4C7","H4 clustered histone 7","HGNC:4792","6p22.2"
"HIST1H4H","Previous symbol","H4C8","H4 clustered histone 8","HGNC:4788","6p22.2"
"HIST1H4I","Previous symbol","H4C9","H4 clustered histone 9","HGNC:4793","6p22.1"
"HIST1H4J","Previous symbol","H4C11","H4 clustered histone 11","HGNC:4785","6p22.1"
"HIST1H4K","Previous symbol","H4C12","H4 clustered histone 12","HGNC:4784","6p22.1"
"HIST1H4L","Previous symbol","H4C13","H4 clustered histone 13","HGNC:4791","6p22.1"
"HIST2H2AA3","Previous symbol","H2AC18","H2A clustered histone 18","HGNC:4736","1q21.2"
"HIST2H2AA4","Previous symbol","H2AC19","H2A clustered histone 19","HGNC:29668","1q21.2"
"HIST2H2AB","Previous symbol","H2AC21","H2A clustered histone 21","HGNC:20508","1q21.2"
"HIST2H2AC","Previous symbol","H2AC20","H2A clustered histone 20","HGNC:4738","1q21.2"
"HIST2H2BA","Previous symbol","H2BP1","H2B histone pseudogene 1","HGNC:20560","1p11.2"
"HIST2H2BC","Previous symbol","H2BC20P","H2B clustered histone 20, pseudogene","HGNC:20516","1q21.2"
"HIST2H2BE","Previous symbol","H2BC21","H2B clustered histone 21","HGNC:4760","1q21.2"
"HIST2H2BF","Previous symbol","H2BC18","H2B clustered histone 18","HGNC:24700","1q21.2"
"HIST2H3A","Previous symbol","H3C15","H3 clustered histone 15","HGNC:20505","1q21.2"
"HIST2H3C","Previous symbol","H3C14","H3 clustered histone 14","HGNC:20503","1q21.2"
"HIST2H3D","Previous symbol","H3C13","H3 clustered histone 13","HGNC:25311","1q21.2"
"HIST2H4A","Previous symbol","H4C14","H4 clustered histone 14","HGNC:4794","1q21.2"
"HIST2H4B","Previous symbol","H4C15","H4 clustered histone 15","HGNC:29607","1q21.2"
"HIST3H2A","Previous symbol","H2AC25","H2A clustered histone 25","HGNC:20507","1q42.13"
"HIST3H2BB","Previous symbol","H2BC26","H2B clustered histone 26","HGNC:20514","1q42.13"
"HIST3H3","Previous symbol","H3-4","H3.4 histone, cluster member","HGNC:4778","1q42.13"
"HIST4H4","Previous symbol","H4C16","H4 histone 16","HGNC:20510","12p12.3"
"HKR1","Previous symbol","ZNF875","zinc finger protein 875","HGNC:4928","19q13.12"
"HMHA1","Previous symbol","ARHGAP45","Rho GTPase activating protein 45","HGNC:17102","19p13.3"
"HMP19","Alias symbol","NSG2","neuronal vesicle trafficking associated 2","HGNC:24955","5q35.2"
"HN1","Previous symbol","JPT1","Jupiter microtubule associated homolog 1","HGNC:14569","17q25.1"
"HN1L","Previous symbol","JPT2","Jupiter microtubule associated homolog 2","HGNC:14137","16p13.3"
"HNCAT21","Unmatched","","","",""
"HNRNPU-AS1","Previous symbol","HNRNPU","heterogeneous nuclear ribonucleoprotein U","HGNC:5048","1q44"
"HOTS","Unmatched","","","",""
"HOXA10-HOXA9","Unmatched","","","",""
"HP09025","Alias symbol","LINC02078","long intergenic non-protein coding RNA 2078","HGNC:52926","17q25.3"
"HP09053","Unmatched","","","",""
"HPVC1","Entry withdrawn","HPVC1","","HGNC:5169",""
"HRASLS","Previous symbol","PLAAT1","phospholipase A and acyltransferase 1","HGNC:14922","3q29"
"HRASLS2","Previous symbol","PLAAT2","phospholipase A and acyltransferase 2","HGNC:17824","11q12.3"
"HRASLS5","Previous symbol","PLAAT5","phospholipase A and acyltransferase 5","HGNC:24978","11q12.3"
"HRAT13","Alias symbol","TRDN-AS1","TRDN antisense RNA 1","HGNC:40592","6q22.31"
"HRAT17","Unmatched","","","",""
"HRAT5","Alias symbol","PDCD6-DT","PDCD6 divergent transcript","HGNC:55580","5p15.33"
"HRAT56","Alias symbol","LINC02208","long intergenic non-protein coding RNA 2208","HGNC:52978","5q23.1"
"HRAT92","Alias symbol","PDGFA-DT","PDGFA divergent transcript","HGNC:55865","7p22.3"
"HRSP12","Previous symbol","RIDA","reactive intermediate imine deaminase A homolog","HGNC:16897","8q22.2"
"HSD52","Unmatched","","","",""
"HSPB11","Previous symbol","IFT25","intraflagellar transport 25","HGNC:25019","1p32.3"
"HYALP1","Previous symbol","HYAL6P","hyaluronidase 6, pseudogene","HGNC:5324","7q31.32"
"HYPM","Previous symbol","H2AP","H2A.P histone","HGNC:18417","Xp11.4"
"IARS","Previous symbol","IARS1","isoleucyl-tRNA synthetase 1","HGNC:5330","9q22.31"
"IBA57-AS1","Previous symbol","IBA57-DT","IBA57 divergent transcript","HGNC:32062","1q42.13"
"ICK","Previous symbol","CILK1","ciliogenesis associated kinase 1","HGNC:21219","6p12.1"
"ICT1","Previous symbol","MRPL58","mitochondrial ribosomal protein L58","HGNC:5359","17q25.1"
"IKBKAP","Previous symbol","ELP1","elongator acetyltransferase complex subunit 1","HGNC:5959","9q31.3"
"IL10RB-AS1","Previous symbol","IL10RB-DT","IL10RB divergent transcript","HGNC:44303","21q22.11"
"ILF3-AS1","Previous symbol","ILF3-DT","ILF3 divergent transcript","HGNC:27115","19p13.2"
"IMPAD1","Previous symbol","BPNT2","3'(2'), 5'-bisphosphate nucleotidase 2","HGNC:26019","8q12.1"
"INADL","Previous symbol","PATJ","PATJ crumbs cell polarity complex component","HGNC:28881","1p31.3"
"INMT-FAM188B","Previous symbol","INMT-MINDY4","INMT-MINDY4 readthrough (NMD candidate)","HGNC:41995","7p14.3"
"IPO11-LRRC70","Unmatched","","","",""
"IPW","Approved symbol","IPW","imprinted in Prader-Willi syndrome","HGNC:6109","15q11.2"
"IQCF4","Unmatched","","","",""
"IRG1","Previous symbol","ACOD1","aconitate decarboxylase 1","HGNC:33904","13q22.3"
"ISPD","Previous symbol","CRPPA","CDP-L-ribitol pyrophosphorylase A","HGNC:37276","7p21.2"
"ISPD","Alias symbol","CRPPA","CDP-L-ribitol pyrophosphorylase A","HGNC:37276","7p21.2"
"ISPD-AS1","Previous symbol","CRPPA-AS1","CRPPA antisense RNA 1","HGNC:48962","7p21.2"
"ITFG3","Previous symbol","FAM234A","family with sequence similarity 234 member A","HGNC:14163","16p13.3"
"ITPR1-AS1","Previous symbol","ITPR1-DT","ITPR1 divergent transcript","HGNC:44470","3p26.1"
"JHDM1D-AS1","Previous symbol","KDM7A-DT","KDM7A divergent transcript","HGNC:48959","7q34"
"KARS","Previous symbol","KARS1","lysyl-tRNA synthetase 1","HGNC:6215","16q23.1"
"KC6","Unmatched","","","",""
"KCCAT198","Alias symbol","C12orf75-AS1","C12orf75 antisense RNA 1","HGNC:55936","12q23.3"
"KCCAT211","Unmatched","","","",""
"KCCAT333","Alias symbol","LINC02888","long intergenic non-protein coding RNA 2888","HGNC:53765","7p21.1"
"KCNC4-AS1","Previous symbol","KCNC4-DT","KCNC4 divergent transcript","HGNC:39958","1p13.3"
"KCNQ5-IT1","Approved symbol","KCNQ5-IT1","KCNQ5 intronic transcript 1","HGNC:41354","6q13"
"KDELC1","Previous symbol","POGLUT2","protein O-glucosyltransferase 2","HGNC:19350","13q33.1"
"KDELC2","Previous symbol","POGLUT3","protein O-glucosyltransferase 3","HGNC:28496","11q22.3"
"KGFLP1","Alias symbol","FGF7P6","fibroblast growth factor 7 pseudogene 6","HGNC:27852","9q13"
"KGFLP2","Alias symbol","FGF7P3","fibroblast growth factor 7 pseudogene 3","HGNC:26671","9p12"
"KIAA0020","Previous symbol","PUM3","pumilio RNA binding family member 3","HGNC:29676","9p24.2"
"KIAA0100","Previous symbol","BLTP2","bridge-like lipid transfer protein family member 2","HGNC:28960","17q11.2"
"KIAA0101","Previous symbol","PCLAF","PCNA clamp associated factor","HGNC:28961","15q22.31"
"KIAA0125","Previous symbol","FAM30A","family with sequence similarity 30 member A","HGNC:19955","14q32.33"
"KIAA0141","Previous symbol","DELE1","DAP3 binding cell death enhancer 1","HGNC:28969","5q31.3"
"KIAA0195","Previous symbol","TMEM94","transmembrane protein 94","HGNC:28983","17q25.1"
"KIAA0196","Previous symbol","WASHC5","WASH complex subunit 5","HGNC:28984","8q24.13"
"KIAA0226","Previous symbol","RUBCN","rubicon autophagy regulator","HGNC:28991","3q29"
"KIAA0226L","Previous symbol","RUBCNL","rubicon like autophagy enhancer","HGNC:20420","13q14.13"
"KIAA0355","Previous symbol","GARRE1","granule associated Rac and RHOG effector 1","HGNC:29016","19q13.11"
"KIAA0368","Previous symbol","ECPAS","Ecm29 proteasome adaptor and scaffold","HGNC:29020","9q31.3"
"KIAA0391","Previous symbol","PRORP","protein only RNase P catalytic subunit","HGNC:19958","14q13.2"
"KIAA0430","Previous symbol","MARF1","meiosis regulator and mRNA stability factor 1","HGNC:29562","16p13.11"
"KIAA0556","Previous symbol","KATNIP","katanin interacting protein","HGNC:29068","16p12.1"
"KIAA0754","Previous symbol","MACF1","microtubule actin crosslinking factor 1","HGNC:13664","1p34.3"
"KIAA0895","Previous symbol","MATCAP2","microtubule associated tyrosine carboxypeptidase 2","HGNC:22206","7p14.2"
"KIAA0895L","Previous symbol","MATCAP1","microtubule associated tyrosine carboxypeptidase 1","HGNC:34408","16q22.1"
"KIAA0907","Previous symbol","KHDC4","KH domain containing 4, pre-mRNA splicing factor","HGNC:29145","1q22"
"KIAA0922","Previous symbol","TMEM131L","transmembrane 131 like","HGNC:29146","4q31.3"
"KIAA1024","Previous symbol","MINAR1","membrane integral NOTCH2 associated receptor 1","HGNC:29172","15q25.1"
"KIAA1024L","Previous symbol","MINAR2","membrane integral NOTCH2 associated receptor 2","HGNC:33914","5q23.3"
"KIAA1033","Previous symbol","WASHC4","WASH complex subunit 4","HGNC:29174","12q23.3"
"KIAA1107","Previous symbol","BTBD8","BTB domain containing 8","HGNC:21019","1p22.1"
"KIAA1109","Previous symbol","BLTP1","bridge-like lipid transfer protein family member 1","HGNC:26953","4q27"
"KIAA1147","Previous symbol","DENND11","DENN domain containing 11","HGNC:29472","7q34"
"KIAA1161","Previous symbol","MYORG","myogenesis regulating glycosidase (putative)","HGNC:19918","9p13.3"
"KIAA1211","Previous symbol","CRACD","capping protein inhibiting regulator of actin dynamics","HGNC:29219","4q12"
"KIAA1211L","Previous symbol","CRACDL","CRACD like","HGNC:33454","2q11.2"
"KIAA1257","Previous symbol","CFAP92","cilia and flagella associated protein 92 (putative)","HGNC:29231","3q21.3"
"KIAA1279","Previous symbol","KIFBP","kinesin family binding protein","HGNC:23419","10q22.1"
"KIAA1324","Previous symbol","ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1","HGNC:29618","1p13.3"
"KIAA1324L","Previous symbol","ELAPOR2","endosome-lysosome associated apoptosis and autophagy regulator family member 2","HGNC:21945","7q21.12"
"KIAA1407","Previous symbol","CCDC191","coiled-coil domain containing 191","HGNC:29272","3q13.31"
"KIAA1429","Previous symbol","VIRMA","vir like m6A methyltransferase associated","HGNC:24500","8q22.1"
"KIAA1456","Previous symbol","TRMT9B","tRNA methyltransferase 9B (putative)","HGNC:26725","8p22"
"KIAA1462","Previous symbol","JCAD","junctional cadherin 5 associated","HGNC:29283","10p11.23"
"KIAA1467","Previous symbol","FAM234B","family with sequence similarity 234 member B","HGNC:29288","12p13.1"
"KIAA1468","Previous symbol","RELCH","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing","HGNC:29289","18q21.33"
"KIAA1524","Previous symbol","CIP2A","cellular inhibitor of PP2A","HGNC:29302","3q13.13"
"KIAA1551","Previous symbol","RESF1","retroelement silencing factor 1","HGNC:25559","12p11.21"
"KIAA1644","Previous symbol","SHISAL1","shisa like 1","HGNC:29335","22q13.31"
"KIAA1656","Unmatched","","","",""
"KIAA1683","Previous symbol","IQCN","IQ motif containing N","HGNC:29350","19p13.11"
"KIAA1715","Previous symbol","LNPK","lunapark, ER junction formation factor","HGNC:21610","2q31.1"
"KIAA1804","Alias symbol","MAP3K21","mitogen-activated protein kinase kinase kinase 21","HGNC:29798","1q42.2"
"KIAA1841","Previous symbol","SANBR","SANT and BTB domain regulator of CSR","HGNC:29387","2p15"
"KIAA1875","Previous symbol","WDR97","WD repeat domain 97","HGNC:26959","8q24.3"
"KIAA1919","Previous symbol","MFSD4B","major facilitator superfamily domain containing 4B","HGNC:21053","6q21"
"KIAA2018","Previous symbol","USF3","upstream transcription factor family member 3","HGNC:30494","3q13.2"
"KIAA2022","Previous symbol","NEXMIF","neurite extension and migration factor","HGNC:29433","Xq13.3"
"KIRREL","Previous symbol","KIRREL1","kirre like nephrin family adhesion molecule 1","HGNC:15734","1q23.1"
"KLHL7-AS1","Previous symbol","KLHL7-DT","KLHL7 divergent transcript","HGNC:43431","7p15.3"
"KLRAP1","Previous symbol","KLRA1P","killer cell lectin like receptor A1, pseudogene","HGNC:6372","12p13.2"
"KU-MEL-3","Unmatched","","","",""
"LACAT8","Alias symbol","ADGRD1-AS1","ADGRD1 antisense RNA 1","HGNC:53314","12q24.33"
"LACE1","Previous symbol","AFG1L","AFG1 like ATPase","HGNC:16411","6q21"
"LARGE","Previous symbol","LARGE1","LARGE xylosyl- and glucuronyltransferase 1","HGNC:6511","22q12.3"
"LARS","Previous symbol","LARS1","leucyl-tRNA synthetase 1","HGNC:6512","5q32"
"LCA10","Alias symbol","L1CAM-AS1","L1CAM antisense RNA 1","HGNC:55247","Xq28"
"LCA10","Alias symbol","CEP290","centrosomal protein 290","HGNC:29021","12q21.32"
"LDOC1L","Previous symbol","RTL6","retrotransposon Gag like 6","HGNC:13343","22q13.31"
"LECT1","Previous symbol","CNMD","chondromodulin","HGNC:17005","13q14.3"
"LGALS17A","Unmatched","","","",""
"LHFP","Previous symbol","LHFPL6","LHFPL tetraspan subfamily member 6","HGNC:6586","13q13.3-q14.11"
"LHX4-AS1","Approved symbol","LHX4-AS1","LHX4 antisense RNA 1","HGNC:40982","1q25.2"
"LIMS3-LOC440895","Unmatched","","","",""
"LIMS3L","Previous symbol","LIMS4","LIM zinc finger domain containing 4","HGNC:39941","2q13"
"LINC00032","Previous symbol","REXO6P","RNA exonuclease 6, pseudogene","HGNC:16506","9p21.2"
"LINC00094","Previous symbol","BRD3OS","BRD3 opposite strand","HGNC:24742","9q34.2"
"LINC00116","Previous symbol","MTLN","mitoregulin","HGNC:27339","2q13"
"LINC00152","Previous symbol","CYTOR","cytoskeleton regulator RNA","HGNC:28717","2p11.2"
"LINC00162","Previous symbol","PICSAR","P38 inhibited cutaneous squamous cell carcinoma associated lincRNA","HGNC:19725","21q22.3"
"LINC00167","Previous symbol","PRDM10-DT","PRDM10 divergent transcript","HGNC:30468","11q24.3"
"LINC00176","Previous symbol","C20orf204","chromosome 20 open reading frame 204","HGNC:27655","20q13.33"
"LINC00202-1","Previous symbol","FAM238C","family with sequence similarity 238 member C","HGNC:24672","10p12.1"
"LINC00202-2","Previous symbol","FAM238B","family with sequence similarity 238 member B","HGNC:44917","10p12.1"
"LINC00211","Previous symbol","PIRAT1","PU.1 (SPI1) induced regulator of S100A8 and S100A9 alarmin transcription 1","HGNC:37459","2p22.2"
"LINC00238","Previous symbol","CCDC196","coiled-coil domain containing 196","HGNC:20100","14q23.3"
"LINC00260","Approved symbol","LINC00260","long intergenic non-protein coding RNA 260","HGNC:28770","1q32.1"
"LINC00264","Previous symbol","FAM238A","family with sequence similarity 238 member A","HGNC:17776","10p12.1"
"LINC00266-1","Previous symbol","SEPTIN14P20","septin 14 pseudogene 20","HGNC:51706","20q13.33"
"LINC00266-3","Previous symbol","SEPTIN14P6","septin 14 pseudogene 6","HGNC:51690","6p25.3"
"LINC00271","Previous symbol","AHI1-DT","AHI1 divergent transcript","HGNC:32526","6q23.3"
"LINC00282","Previous symbol","TMEM272","transmembrane protein 272","HGNC:26737","13q14.3"
"LINC00284","Previous symbol","NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway","HGNC:26981","13q14.11"
"LINC00312","Approved symbol","LINC00312","long intergenic non-protein coding RNA 312","HGNC:6662","3p25.3"
"LINC00337","Previous symbol","ICMT-DT","ICMT divergent transcript","HGNC:28620","1p36.31"
"LINC00341","Previous symbol","SYNE3","spectrin repeat containing nuclear envelope family member 3","HGNC:19861","14q32.13"
"LINC00346","Previous symbol","PRECSIT","p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript","HGNC:27492","13q34"
"LINC00350","Previous symbol","TPTE2-AS1","TPTE2 antisense RNA 1","HGNC:42668","13q12.11"
"LINC00371","Previous symbol","C13orf42","chromosome 13 open reading frame 42","HGNC:42693","13q14.3"
"LINC00403","Previous symbol","SOX1-OT","SOX1 overlapping transcript","HGNC:42733","13q34"
"LINC00417","Entry withdrawn","LINC00417","","HGNC:42751",""
"LINC00441","Previous symbol","RB1-DT","RB1 divergent transcript","HGNC:42778","13q14.2"
"LINC00473","Approved symbol","LINC00473","long intergenic non-protein coding RNA 473","HGNC:21160","6q27"
"LINC00476","Previous symbol","ERCC6L2-AS1","ERCC6L2 antisense RNA 1","HGNC:27858","9q22.32"
"LINC00483","Previous symbol","ANKRD40CL","ANKRD40 C-terminal like","HGNC:26080","17q21.33"
"LINC00493","Previous symbol","SMIM26","small integral membrane protein 26","HGNC:43430","20p11.23"
"LINC00506","Approved symbol","LINC00506","long intergenic non-protein coding RNA 506","HGNC:43557","3p12.1"
"LINC00514","Previous symbol","GREP1","glycine rich extracellular protein 1","HGNC:27549","16p13.3"
"LINC00515","Approved symbol","LINC00515","long intergenic non-protein coding RNA 515","HGNC:16019","21q21.3"
"LINC00521","Previous symbol","CCDC197","coiled-coil domain containing 197","HGNC:19860","14q32.12"
"LINC00535","Previous symbol","CIBAR1-DT","CIBAR1 divergent transcript","HGNC:43644","8q22.1"
"LINC00540","Approved symbol","LINC00540","long intergenic non-protein coding RNA 540","HGNC:43673","13q12.11"
"LINC00548","Approved symbol","LINC00548","long intergenic non-protein coding RNA 548","HGNC:43683","13q14.11"
"LINC00565","Previous symbol","SWINGN","SWI/SNF complex interacting GAS6 enhancer non-coding RNA","HGNC:43709","13q34"
"LINC00577","Previous symbol","LIN28B-AS1","LIN28B antisense RNA 1","HGNC:21553","6q16.3"
"LINC00593","Approved symbol","LINC00593","long intergenic non-protein coding RNA 593","HGNC:32382","15q23"
